điểm chất lượng,điểm phục vụ,điểm không gian,điểm giá cả,điểm vị trí,địa điểm,thời gian mở,thời gian đóng,khoảng giá,Tổng bình luận,bình luyện tuyệt vời,bình luận tốt,bình luận trung bình,bình luận kém,Tên nhà hàng
7.2,6.5,6.3,6.0,5.9,81 nguyễn trãi quận thanh xuân hà nội,09:00,23:00,25.000đ - 50.000đ,12,3,5,1,2,ding-tea-81-nguyen-trai
7.5,7.0,7.0,6.9,6.8,36 chùa láng quận đống đa hà nội,08:00,23:00,30.000đ - 50.000đ,69,2,45,19,3,ding-tea-chua-lang
7.7,7.4,7.4,7.2,6.8,15a đào tấn quận ba đình hà nội,07:00,23:00,25.000đ - 60.000đ,113,8,76,25,4,ding-tea-dao-tan
7.6,7.5,7.5,7.5,7.3,231 lĩnh nam quận hoàng mai hà nội,08:00,23:00,30.000đ - 50.000đ,43,3,32,7,1,ding-tea-doi-can
7.8,7.8,7.6,7.5,6.9,1194 đường láng quận đống đa hà nội,08:00,23:00,25.000đ - 40.000đ,12,1,10,1,0,ding-tea-duong-lang
7.5,7.2,7.2,6.9,5.9,114 hồ tùng mậu quận cầu giấy hà nội,08:30,23:00,20.000đ - 70.000đ,45,1,27,14,3,ding-tea-ho-tung-mau
6.6,6.4,6.4,6.1,6.0,47 huỳnh thúc kháng quận đống đa hà nội,09:00,23:00,25.000đ - 45.000đ,14,0,9,1,4,ding-tea-huynh-thuc-khang
8.1,7.8,7.5,7.4,6.6,156 lạc trung quận hai bà trưng hà nội,08:00,23:00,25.000đ - 60.000đ,11,3,6,1,1,ding-tea-lac-trung
8.0,7.9,7.3,7.3,6.9,50 láng hạ quận đống đa hà nội,08:00,23:00,26.000đ - 46.000đ,43,5,31,6,1,ding-tea-lang-ha
7.4,7.1,7.0,6.7,6.7,23 lê đại hành quận hai bà trưng hà nội,08:00,23:00,25.000đ - 55.000đ,72,4,42,22,4,ding-tea-le-dai-hanh
7.2,6.9,6.9,6.9,6.6,2 nguyễn xiển quận thanh xuân hà nội,08:00,23:00,25.000đ - 60.000đ,33,2,21,5,5,ding-tea-nguyen-xien
8.1,7.8,7.7,7.5,7.1,57 ô chợ dừa quận đống đa hà nội,09:00,22:00,25.000đ - 50.000đ,71,6,57,6,2,ding-tea-o-cho-dua
7.6,7.4,7.4,6.9,6.7,114 tân mai quận hoàng mai hà nội,08:00,23:00,25.000đ - 60.000đ,52,2,39,8,3,ding-tea-tan-mai
8.1,8.0,7.8,7.3,7.1,nhà d7 ngõ 167 phương mai quận đống đa hà nội,10:00,22:00,5.000đ - 25.000đ,10,0,9,1,0,met-an-vat
7.9,6.7,6.4,6.2,6.2,9 thanh niên quận ba đình hà nội,08:00,22:30,25.000đ - 45.000đ,9,0,6,3,0,ding-tea-thanh-nien
7.2,7.1,7.0,6.9,6.8,109a thụy khuê quận tây hồ hà nội,08:00,22:30,25.000đ - 80.000đ,28,2,17,8,1,ding-tea-thuy-khue
7.8,7.5,7.3,7.2,6.3,90 trần duy hưng quận cầu giấy hà nội,08:00,23:00,30.000đ - 70.000đ,79,2,57,16,4,ding-tea-tran-duy-hung
9.4,9.3,9.3,9.2,8.9,28a xuân la đối diện 49 xuân la quận tây hồ hà nội,09:00,23:00,25.000đ - 50.000đ,35,26,7,2,0,ding-tea-xuan-la
8.1,7.7,7.6,7.6,7.3,125a6 trần huy liệu quận ba đình hà nội,08:00,23:00,25.000đ - 60.000đ,7,1,5,1,0,ding-tea-tran-huy-lieu
7.1,6.8,6.7,6.7,6.3,252 trần khát chân quận hai bà trưng hà nội,08:00,22:30,26.000đ - 46.000đ,12,1,6,3,2,ding-tea-tran-khat-chan
7.4,7.3,7.3,7.2,6.7,100 trung kính quận cầu giấy hà nội,07:30,22:00,30.000đ - 70.000đ,19,1,13,5,0,ding-tea-trung-kinh
7.8,7.7,7.6,7.6,7.0,92 lê duẩn quận hoàn kiếm hà nội,10:00,22:00,100.000đ - 550.000đ,25,3,18,3,1,d-lions-restaurant
7.4,7.3,7.3,7.2,6.9,tầng 1 aeon mall long biên 27 cổ linh quận long biên hà nội,10:00,22:00,49.000đ - 199.000đ,38,1,30,4,3,domino-s-pizza-aeon-mall-long-bien
7.9,7.6,7.5,7.2,6.7,tầng 1 khu tập thể c4 giảng võ quận ba đình hà nội,10:00,22:00,49.000đ - 199.000đ,226,19,150,48,8,domino-s-pizza-giang-vo
7.4,7.2,7.2,7.1,7.0,108 nguyễn khánh toàn p quan hoa quận cầu giấy hà nội,10:00,22:00,50.000đ - 500.000đ,45,1,37,5,2,domino-s-pizza-nguyen-khanh-toan
9.0,8.8,8.8,8.4,7.8,lô 44 45 khu đấu giá vạn phúc vạn phúc quận hà đông hà nội,10:30,22:30,35.000đ - 545.000đ,5,1,4,0,0,lau-son-van-phuc
8.2,7.9,7.8,7.7,7.5,33 phan thành tài quận hải châu đà nẵng,09:00,22:00,25.000đ - 50.000đ,67,14,41,9,3,don-mon-ngon-ha-noi
7.9,7.8,7.8,7.3,6.6,250 hàng bông p cửa nam quận hoàn kiếm hà nội,11:00,22:00,50.000đ - 300.000đ,217,22,154,26,15,donchicken-ha-noi-do-an-nhanh-han-quoc
7.5,7.3,7.3,7.3,6.8,41a trần quang diệu quận đống đa hà nội,08:00,23:00,25.000đ - 35.000đ,23,3,13,5,2,drew-coffee
7.6,7.3,7.2,6.8,6.3,304 nguyễn trãi quận thanh xuân hà nội,08:30,23:00,5.000đ - 20.000đ,80,2,48,26,4,duc-tra-sua-nguyen-trai
7.9,7.4,7.3,7.1,6.6,5h lương ngọc quyến quận hoàn kiếm hà nội,10:00,23:30,15.000đ - 30.000đ,184,16,109,53,6,duc-long-doner-kebab-luong-ngoc-quyen
8.0,7.8,7.5,7.3,7.0,124 hermann gmeiner tp vinh nghệ an,06:00,21:00,30.000đ - 50.000đ,4,0,4,0,0,dung-cay-pho-ha-noi-bun-bo-thit-quay
8.0,7.0,7.0,5.0,5.0,14b trần phú p vĩnh nguyên tp nha trang khánh hoà,07:00,22:00,35.000đ - 50.000đ,1,0,0,1,0,dung-ha-noi-pho-mien-ga
6.9,6.9,6.8,6.3,6.1,20 lê đại hành p lê đại hành quận hai bà trưng hà nội,06:00,20:00,20.000đ - 50.000đ,29,0,18,8,3,dung-hanh-banh-mi-gio-cha
8.0,7.2,6.9,6.6,6.5,102a b5 tt thanh xuân bắc nguyễn quý đức quận thanh xuân hà nội,08:00,22:30,15.000đ - 30.000đ,14,1,9,3,1,dung-hien-che-b4-thanh-xuan-bac
8.7,8.6,8.4,8.1,6.4,11 tràng tiền quận hoàn kiếm hà nội,11:00,23:30,500.000đ - 1.000.000đ,36,5,29,2,0,el-gaucho-steakhouse-trang-tien
8.3,8.3,7.8,7.3,6.8,melia hanoi 44b lý thường kiệt quận hoàn kiếm hà nội,11:30,22:00,250.000đ - 550.000đ,4,0,4,0,0,el-oriental-restaurant-melia-hanoi
9.3,8.5,8.5,7.5,7.5,tầng sảnh khách sạn melia hanoi 44b lý thường kiệt quận hoàn kiếm hà nội,06:00,23:59,300.000đ - 1.000.000đ,4,1,3,0,0,el-patio-melia-hanoi
7.2,7.2,6.9,6.3,6.0,10 ấu triệu quận hoàn kiếm hà nội,14:00,23:59,20.000đ - 80.000đ,132,15,54,46,17,em-thuy-nem-chua-nuong
8.2,8.0,7.9,7.7,6.8,110 d1 trần huy liệu quận ba đình hà nội,07:00,23:00,50.000đ - 150.000đ,32,5,23,4,0,emm-s-urban-coffee-tran-huy-lieu
7.5,7.5,7.4,7.2,7.0,95 giang văn minh quận ba đình hà nội,09:00,23:30,100.000đ - 330.000đ,17,2,10,4,1,ete-restaurant-bar
7.5,7.3,7.0,6.8,6.4,154 kim hoa quận đống đa hà nội,11:00,22:00,5.000đ - 10.000đ,21,1,12,6,2,funny-cheese-ga-lac-phomai
7.0,7.0,7.0,7.0,6.0,68 ngõ cẩm vân tôn đức thắng quận đống đa hà nội,07:00,19:00,10.000đ - 50.000đ,1,0,0,1,0,fb-xi-trum-fastfood-drink
7.5,7.4,7.2,7.0,6.3,98 bà triệu quận hoàn kiếm hà nội,09:00,22:00,50.000đ - 150.000đ,59,1,37,17,4,food-center-thai-corner-ba-trieu
7.1,7.1,7.0,7.0,6.6,85 trần phú quận hà đông hà nội,10:30,21:00,100.000đ - 400.000đ,74,7,39,20,8,food-center-ha-dong
7.1,7.0,6.9,6.7,6.4,85 thái hà quận đống đa hà nội,10:30,21:00,50.000đ - 229.000đ,229,9,148,41,31,food-house-com-ki-nuong-lau
8.5,8.5,8.5,7.8,7.0,112k2 tạ quang bửu đầu ngõ 48 tạ quang bửu quận hai bà trưng hà nội,09:00,23:00,20.000đ - 60.000đ,41,7,30,4,0,fraicheur-nuoc-ep-cold-pressed
5.5,5.5,5.5,5.0,4.0,ki ốt 4 hh1b kđt linh đàm quận hoàng mai hà nội,07:30,21:00,50.000đ - 350.000đ,2,0,1,0,1,fresh-garden-bakery-linh-dam
8.0,7.7,7.7,7.7,7.0,tầng 1l1 r3 royal city 72a nguyễn trãi quận thanh xuân hà nội,08:00,22:00,15.000đ - 60.000đ,3,0,3,0,0,fresh-garden-royal-city
6.5,6.5,6.0,4.5,4.0,tầng 1 bệnh viện đa khoa vinmec times city 458 minh khai quận hai bà trưng hà nội,08:00,22:00,30.000đ - 300.000đ,2,0,1,0,1,fresh-garden-bakery-cafe-vinmec-times-city
8.2,7.9,7.7,7.2,7.0,36 quảng an quận tây hồ hà nội,08:00,22:30,35.000đ - 65.000đ,28,7,15,3,3,fruity-fact-tra-sinh-to-hoa-qua
6.4,6.4,6.2,6.0,6.0,49 ngõ 49 huỳnh thúc kháng quận đống đa hà nội,08:00,19:00,50.000đ - 120.000đ,45,0,20,15,10,fuji-food-xuong-banh-homemade-shop-online
7.3,7.2,7.2,6.5,6.3,262 lạc trung quận hai bà trưng hà nội,16:00,22:00,50.000đ - 220.000đ,6,0,5,0,1,ga-36-lac-trung
6.9,6.8,6.6,6.5,6.0,490 xã đàn quận đống đa hà nội,08:30,23:30,10.000đ - 50.000đ,219,9,108,74,28,funny-monkey-xa-dan
8.6,8.4,7.8,7.5,7.3,78 bùi thị xuân quận hai bà trưng hà nội,10:30,21:00,100.000đ - 500.000đ,12,2,9,0,1,furyu-am-thuc-nhat-ban
7.2,7.2,7.2,7.0,6.8,152 ngọc khánh quận ba đình hà nội,10:00,22:00,43.000đ - 100.000đ,5,0,3,2,0,g8-sushi-sashimi
6.3,6.2,5.8,5.6,4.5,36 trần vỹ quận nam từ liêm hà nội,08:30,23:00,50.000đ - 220.000đ,12,0,4,5,3,kim-chi-han-quoc
6.8,6.7,6.7,6.7,5.1,1 ngõ 187 nguyễn tuân quận thanh xuân hà nội,10:00,22:00,50.000đ - 220.000đ,10,0,5,4,1,ga-36-thanh-xuan
6.3,6.2,6.0,4.8,4.3,553 lạc long quân quận tây hồ hà nội,09:00,22:30,50.000đ - 220.000đ,6,0,1,4,1,ga-36-tay-ho
8.2,7.5,6.5,6.3,5.3,ngõ 130 xuân thuỷ quận cầu giấy hà nội,16:00,18:30,5.000đ - 5.000đ,24,0,16,6,2,ga-bo-xoi
7.5,7.2,7.1,7.1,6.8,223 giảng võ quận đống đa hà nội,10:00,22:00,30.000đ - 80.000đ,246,3,173,59,11,ga-mai-mon-thai-giang-vo
7.6,7.3,7.0,6.9,6.6,26 xóm hạ hồi trần hưng đạo quận hoàn kiếm hà nội,10:00,21:00,50.000đ - 208.000đ,156,8,114,18,16,ga-nuong-o-o-o-ha-hoi
7.5,6.7,6.7,6.7,6.6,23 ngõ 26 đỗ quang quận cầu giấy hà nội,10:00,23:00,50.000đ - 165.000đ,76,3,51,11,11,ga-ran-kuc-cu-tran-duy-hung
7.1,6.9,6.8,6.4,6.4,68 nguyễn phong sắc p dịch vọng quận cầu giấy hà nội,09:00,23:00,35.000đ - 275.000đ,38,2,22,9,5,ga-ran-kuccu-nguyen-phong-sac
9.0,9.0,9.0,8.0,8.0,dốc đê đa tốn gia lâm hà nội,20:30,21:30,20.000đ - 50.000đ,1,0,1,0,0,ga-ran-kutkit-doc-da-ton
7.9,7.4,7.4,7.0,7.0,3 lê thái tổ quận hoàn kiếm hà nội,09:00,22:00,30.000đ - 200.000đ,141,10,97,24,10,popeyes-chicken-le-thai-to
7.5,7.2,7.0,7.0,7.0,tầng 1 tttm d2 giảng võ quận đống đa hà nội,10:00,22:00,3.000đ - 200.000đ,426,28,275,85,38,popeyes-chicken-tttm-d2-giang-vo
8.4,7.6,7.4,7.4,5.8,9 ngõ hàng cháo quận đống đa hà nội,07:30,23:00,25.000đ - 50.000đ,5,0,3,2,0,ga-tan-banh-cuon-nong-xoi-nong
7.2,6.7,6.5,6.4,5.6,24 hàng bồ quận hoàn kiếm hà nội,10:00,23:00,40.000đ - 80.000đ,137,3,60,61,13,mi-ga-tan-luong-van-can
7.2,7.0,6.0,5.8,5.2,354 tây sơn quận đống đa hà nội,06:00,23:30,50.000đ - 100.000đ,5,0,3,1,1,ga-tan-ngon-ngon-shop-online
7.4,7.0,6.7,6.6,5.4,158 ngọc lâm quận long biên hà nội,08:00,21:00,30.000đ - 100.000đ,21,2,9,7,3,ga-thang-xoan-ngoc-lam
7.7,7.3,7.3,7.2,7.0,22 ngách 6618 dịch vọng hậu quận cầu giấy hà nội,06:00,21:00,5.000đ - 25.000đ,24,5,14,1,4,hi-sandwich
7.8,7.4,7.2,7.2,6.8,c5 tt kim liên cạnh ngọc thạch quán quận đống đa hà nội,13:00,18:00,5.000đ - 8.000đ,54,0,43,10,1,ga-xien-chien-luong-dinh-cua
8.0,7.9,7.9,7.7,6.7,6c ngõ 21 phạm ngọc thạch quận đống đa hà nội,10:00,22:00,10.000đ - 50.000đ,94,24,47,16,7,gach-quan-banh-trang-cuon-thit-heo
6.7,6.5,6.2,6.1,5.8,102d2 đặng văn ngữ quận đống đa hà nội,08:00,23:00,10.000đ - 30.000đ,32,0,18,9,5,garden-fresh-sinh-to-nuoc-ep-trai-cay
7.5,7.2,6.5,6.3,6.2,137 nguyễn chí thanh quận đống đa hà nội,07:00,23:00,50.000đ - 100.000đ,60,1,37,17,5,gemini-coffee-nguyen-chi-thanh
7.6,7.1,6.9,6.9,5.7,168 trung kính quận cầu giấy hà nội,07:30,22:30,24.000đ - 52.000đ,9,1,5,2,1,gemini-coffee-trung-kinh
7.0,6.8,6.3,6.3,6.3,10 lý thường kiệt quận hoàn kiếm hà nội,10:00,23:30,39.000đ - 100.000đ,4,1,2,0,1,geylang-lor-9-chao-ech-singapore
8.0,7.7,7.3,6.7,6.3,3 hàng giầy quận hoàn kiếm hà nội,10:00,23:59,50.000đ - 400.000đ,3,0,2,1,0,ghe-hap-ba-nga-beo
8.0,7.6,7.4,7.4,7.1,114 bùi thị xuân quận hai bà trưng hà nội,10:30,22:00,150.000đ - 250.000đ,12,1,8,3,0,gia-dinh-bb-cha-ca-pho-co
7.8,7.5,7.4,7.3,6.2,153a đội cấn quận ba đình hà nội,08:00,22:00,10.000đ - 30.000đ,32,3,22,4,3,gia-dinh-quan-ngon-banh-xeo-nem-lui
6.0,6.0,6.0,6.0,6.0,113 d1 trần huy liệu quận ba đình hà nội,10:00,21:00,30.000đ - 50.000đ,1,0,0,1,0,gia-huy-com-tam-suon-ga
7.1,6.9,6.7,6.5,6.3,52 ngọc khánh quận ba đình hà nội,09:00,22:00,50.000đ - 110.000đ,241,6,118,100,17,gimbab-han-quoc-ngoc-khanh
6.7,6.4,6.4,6.2,5.9,203 giảng võ quận ba đình hà nội,10:00,22:00,50.000đ - 200.000đ,45,2,21,11,11,gimbab-restaurant-giang-vo
7.0,6.0,5.9,5.8,5.5,222 tây sơn quận đống đa hà nội,08:00,22:00,30.000đ - 100.000đ,17,0,7,6,4,gimbap-han-quoc-tay-son
7.1,6.8,6.7,6.4,6.3,30 thợ nhuộm quận hoàn kiếm hà nội,09:30,23:00,20.000đ - 200.000đ,113,5,59,34,15,gimbap-house-tho-nhuom
8.0,7.0,7.0,7.0,7.0,84 hoàng ngân quận cầu giấy hà nội,09:00,22:30,100.000đ - 200.000đ,1,0,1,0,0,gio-viet-ga-du-mon
7.4,6.8,6.7,6.7,6.6,123 ô chợ dừa mới 160 ô chợ dừa cũ quận đống đa hà nội,09:30,23:00,50.000đ - 650.000đ,37,1,28,4,4,goc-ha-noi-o-cho-dua
9.0,8.0,7.0,7.0,7.0,88 ngư hải tp vinh nghệ an,20:00,23:30,100.000đ - 200.000đ,1,0,1,0,0,goc-ha-noi-bar
7.6,7.0,6.8,6.7,6.0,19 ngõ 183 đặng tiến đông quận đống đa hà nội,08:00,23:00,30.000đ - 150.000đ,36,2,21,7,6,goc-que-am-thuc-que-huong
7.7,7.4,7.2,6.7,6.5,22b hai bà trưng quận hoàn kiếm hà nội,10:00,22:00,200.000đ - 400.000đ,57,2,39,11,5,gogi-house-hai-ba-trung
7.7,7.5,7.5,7.4,7.1,45 huỳnh thúc kháng quận đống đa hà nội,08:00,22:00,100.000đ - 300.000đ,73,21,38,4,10,gogi-house-huynh-thuc-khang
8.6,8.5,8.3,8.1,7.7,ô 1 dãy d lô tt3 kđt mới tây nam hồ linh đàm quận hoàng mai hà nội,08:00,23:00,150.000đ - 500.000đ,26,14,7,3,2,gogi-house-linh-dam
7.8,7.8,7.5,7.5,7.0,tầng 1tầng 1 mipec tower 229 tây sơn quận đống đa hà nội,09:00,22:00,150.000đ - 250.000đ,82,15,47,17,3,gogi-house-mipec-tower
7.6,7.4,7.3,6.8,6.8,tầng 1tầng 1 big c thăng long 222 trần duy hưng quận cầu giấy hà nội,09:00,22:00,300.000đ - 550.000đ,69,15,32,14,8,gogi-house-nuong-han-quoc-big-c-thang-long
7.7,7.2,7.1,6.5,6.3,14 giang văn minh quận ba đình hà nội,09:00,22:00,200.000đ - 300.000đ,33,5,16,7,5,gogi-house-nuong-han-quoc-giang-van-minh-184369
8.8,8.5,8.5,7.9,7.5,tầng 5tầng 5 tttm mipec long biên long biên 2 quận long biên hà nội,09:00,22:00,100.000đ - 300.000đ,13,5,6,1,1,gogi-house-nuong-han-quoc-mipec-long-bien
7.2,7.2,7.1,6.7,6.3,100 ngụy như kon tum quận thanh xuân hà nội,10:00,22:00,200.000đ - 400.000đ,17,2,9,4,2,gogi-house-nuong-han-quoc-nguy-nhu-kon-tum
7.5,7.3,7.1,6.8,6.4,b4 phạm ngọc thạch quận đống đa hà nội,09:00,22:00,100.000đ - 300.000đ,91,9,53,21,8,gogi-house-nuong-han-quoc-pham-ngoc-thach
8.0,7.7,7.6,7.6,7.0,tầng hầm 2b2 r2 royal city 72a nguyễn trãi quận thanh xuân hà nội,09:00,22:00,300.000đ - 550.000đ,128,22,75,24,7,gogi-house-nuong-han-quoc-royal-city
7.6,7.1,6.9,6.7,6.3,103d5a trần thái tông quận cầu giấy hà nội,09:00,22:00,50.000đ - 200.000đ,87,20,30,20,17,gogi-house-nuong-han-quoc-tran-thai-tong
7.3,7.1,7.1,6.5,6.2,tầng 5 vincom center nguyễn chí thanh 54a nguyễn chí thanh quận đống đa hà nội,08:00,22:00,100.000đ - 300.000đ,41,4,19,12,6,gogi-house-nuong-han-quoc-vincom-center-nguyen-chi-thanh
8.2,8.0,7.7,7.4,7.2,chung cư water mark 395 lạc long quân quận tây hồ hà nội,09:00,22:00,270.000đ - 500.000đ,57,24,15,8,9,gogi-house-nuong-han-quoc-water-mark
8.6,8.5,8.5,8.2,7.8,tòa nhà suced 108 nguyễn hoàng quận nam từ liêm hà nội,11:00,22:00,150.000đ - 400.000đ,22,12,6,2,2,gogi-house-nuong-han-quoc-nguyen-hoang
8.7,8.5,8.5,8.0,7.6,109 tân mai quận hoàng mai hà nội,10:00,22:00,200.000đ - 400.000đ,26,10,13,2,1,gogi-house-tan-mai
7.6,7.2,7.1,6.7,6.7,146 trần phú quận hà đông hà nội,11:00,22:00,165.000đ - 300.000đ,43,9,18,8,8,gogi-house-tran-phu-ha-dong
7.1,6.9,6.8,6.8,6.8,57 phó đức chính quận ba đình hà nội,09:00,23:00,20.000đ - 159.000đ,44,5,24,8,7,lau-duc-troc-pho-duc-chinh
6.8,6.6,6.3,6.2,5.9,88 hồ tùng mậu quận cầu giấy hà nội,07:00,23:00,20.000đ - 50.000đ,19,0,10,6,3,goky-tea-coffee-juice-ho-tung-mau
7.1,6.8,6.6,6.6,6.2,336 nguyễn văn cừ quận long biên hà nội,08:00,23:00,20.000đ - 50.000đ,19,0,10,7,2,goky-tea-coffee-juice-nguyen-van-cu
7.8,7.6,6.9,6.3,6.1,19 ô chợ dừa quận đống đa hà nội,09:00,22:30,20.000đ - 50.000đ,16,1,8,6,1,goky-tea-coffee-juice-o-cho-dua
7.5,7.1,7.0,6.8,6.2,233 phố huế quận hai bà trưng hà nội,09:00,22:30,20.000đ - 50.000đ,25,3,10,8,4,goky-tea-coffee-juice-pho-hue
7.3,7.2,7.1,7.0,6.9,280 thượng đình quận thanh xuân hà nội,09:00,23:00,20.000đ - 50.000đ,29,3,14,9,3,goky-tea-coffee-juice-thuong-dinh
7.6,6.8,6.2,6.2,5.9,124 quán thánh quận ba đình hà nội,07:30,22:30,32.000đ - 46.000đ,18,0,10,5,3,goky-tea-coffee-juice-quan-thanh
7.4,7.2,7.1,7.0,6.6,1 trần quốc vượng quận cầu giấy hà nội,09:00,22:30,20.000đ - 55.000đ,91,4,59,23,5,goofoo-kem-tao-pho
7.6,7.5,7.2,7.0,6.5,40 nhà chung quận hoàn kiếm hà nội,09:00,23:00,20.000đ - 55.000đ,94,3,60,28,3,goofoo-kem-dua-che-thai-nha-chung
7.5,7.2,7.2,7.1,7.0,239 xã đàn quận đống đa hà nội,09:00,22:00,25.000đ - 50.000đ,42,0,35,5,2,goofoo-gelato-xa-dan
7.5,7.3,7.2,7.1,7.0,35 ngõ 91 nguyễn chí thanh quận đống đa hà nội,10:00,22:00,70.000đ - 200.000đ,89,6,55,26,2,steak-me-bit-tet
7.6,7.5,7.4,7.1,6.8,133 bùi thị xuân quận hai bà trưng hà nội,11:00,23:59,50.000đ - 500.000đ,105,5,78,14,8,gumiho-grill-shabu-bui-thi-xuan
7.5,7.3,7.1,6.8,6.2,tầng trệt2 hàng than quận ba đình hà nội,07:00,19:00,25.000đ - 30.000đ,24,0,14,10,0,gyros-banh-mi-cuon-hi-lap
8.4,8.0,7.7,7.7,7.3,53 nam ngư quận hoàn kiếm hà nội,10:00,22:00,50.000đ - 300.000đ,7,0,7,0,0,vit-53
9.4,9.0,8.4,8.2,8.2,307 vũ tông phan quận thanh xuân hà nội,10:00,23:00,50.000đ - 250.000đ,5,1,4,0,0,ha-beo-hai-san-que-nuong-gia-truyen
9.0,8.0,8.0,7.0,6.0,53 55 lê thánh tông tp buôn ma thuột đắk lắk,06:30,21:00,10.000đ - 50.000đ,1,0,1,0,0,ha-noi-banh-mi-banh-ngot-banh-kem-sua
9.0,8.0,8.0,8.0,6.0,45 nguyên trương tô p 3 tp vũng tàu vũng tàu,09:00,21:00,20.000đ - 50.000đ,1,0,1,0,0,ha-noi-36-pho-quan-an-gia-dinh
6.0,6.0,5.5,5.0,4.0,cổng số 4 chợ thanh bình tp hải dương hải dương,08:00,22:00,7.000đ - 35.000đ,2,0,1,0,1,ha-noi-quan-an-vat-cac-loai
6.9,6.3,6.0,5.8,5.0,40 duy tân quận cầu giấy hà nội,10:00,22:00,30.000đ - 100.000đ,98,0,45,25,28,habibi-hoang-beo-dac-san-da-nang-duy-tan
5.3,4.9,4.9,4.7,4.6,45lk6a làng việt kiều châu âu quận hà đông hà nội,06:30,22:30,30.000đ - 45.000đ,17,0,5,4,8,habibi-hoang-beo-dac-san-da-nang-ha-dong
6.6,6.3,6.3,6.2,5.8,111 láng hạ quận đống đa hà nội,08:00,22:00,30.000đ - 100.000đ,41,1,22,11,7,habibi-hoang-beo-dac-san-da-nang-lang-ha
8.4,8.3,8.3,7.5,6.5,tầng 7 tòa nhà m5 91 nguyễn chí thanh quận đống đa hà nội,09:00,22:30,300.000đ - 600.000đ,8,2,4,2,0,hai-cang-restaurant-nguyen-chi-thanh
7.3,7.1,7.0,6.7,6.3, 28 phan chu trinh quận hoàn kiếm hà nội,09:00,22:00,80.000đ - 800.000đ,7,1,3,1,2,hai-san-kim-anh-28-phan-chu-trinh
7.5,7.5,7.3,7.3,7.3,104 thái thịnh quận đống đa hà nội,09:00,23:00,150.000đ - 300.000đ,4,0,4,0,0,hai-san-nha-toi
9.3,8.8,8.5,7.3,6.3,lô g33 ngô thì nhậm quận hà đông hà nội,08:00,00:00,20.000đ - 400.000đ,4,1,3,0,0,hai-san-quang-ninh-nhau-binh-dan
7.8,7.4,7.0,6.7,6.0,111 k1 giảng võ quận đống đa hà nội,09:00,21:00,30.000đ - 55.000đ,182,5,115,51,11,hai-su-singapore-fastfood
7.3,7.3,6.7,6.7,6.6,52 bt7 văn quán quận hà đông hà nội,08:00,23:00,30.000đ - 50.000đ,28,1,17,5,5,hana-mi-cay-van-quan
7.1,6.9,6.8,6.4,6.3,17c hàng da quận hoàn kiếm hà nội,10:00,20:00,50.000đ - 500.000đ,149,4,72,57,16,hancook-am-thuc-han-quoc
7.7,7.5,7.4,7.1,6.8,11a thể giao quận hai bà trưng hà nội,10:30,22:00,50.000đ - 395.000đ,174,12,121,31,10,haneul-korea-restaurant
8.0,8.0,8.0,8.0,7.0,116a1 giảng võ quận ba đình hà nội,08:00,22:00,20.000đ - 50.000đ,1,0,1,0,0,hang-cafe-nuoc-trai-cay
7.2,7.1,7.0,6.6,5.9,108 nguyễn khang quận cầu giấy hà nội,10:00,23:00,10.000đ - 300.000đ,18,1,12,1,4,hanh-beo-vit-nuong
8.0,7.9,7.9,7.1,7.1,814 đường láng quận đống đa hà nội,11:00,22:00,45.000đ - 100.000đ,105,6,78,19,2,hanoi-steak-doc-la-pho
5.8,5.8,5.5,5.0,4.0,1 ngõ 4 duy tân quận cầu giấy hà nội,09:00,15:00,30.000đ - 35.000đ,4,1,0,0,3,hao-vien-quan-com-suat-van-phong-35k
8.3,7.5,7.3,7.1,7.0,69 yên phụ nhỏ quận tây hồ hà nội,10:00,23:00,20.000đ - 80.000đ,8,1,5,2,0,hau-beo-dac-san-ga
7.5,7.3,7.2,7.0,6.9,12 tạ hiện quận hoàn kiếm hà nội,19:00,23:30,100.000đ - 500.000đ,29,0,19,9,1,hay-bar-ta-hien
8.2,8.1,7.7,7.5,7.1,26 tô ngọc vân quận tây hồ hà nội,06:30,23:00,10.000đ - 80.000đ,76,5,63,6,2,healthwich-vietnam-do-an-nhanh
7.0,6.6,6.6,6.6,6.0,18 cao thắng quận hoàn kiếm hà nội,09:00,12:00,45.000đ - 75.000đ,7,0,4,2,1,healthy-box-cleaning-eating-shop-online
8.3,8.2,8.2,7.8,7.2,sản sau tòa diamond handico 6 quận thanh xuân hà nội,07:00,22:30,50.000đ - 500.000đ,6,0,6,0,0,hera-restaurant-am-thuc-viet
8.2,7.9,7.7,7.7,6.8,ngõ 9 hoè nhai quận ba đình hà nội,14:00,19:00,20.000đ - 30.000đ,26,3,18,5,0,hien-hao-banh-goi-nem-chua
8.0,7.8,7.5,7.5,7.0,56 đào nguyên c gia lâm hà nội,08:00,23:00,23.000đ - 40.000đ,4,0,3,1,0,hieu-79s-banh-mi-chao
7.3,7.3,7.0,6.6,5.5,326 bà triệu quận hai bà trưng hà nội,06:30,21:30,30.000đ - 50.000đ,99,2,57,33,7,hieu-luc-banh-mi-chao
7.7,7.7,7.0,6.8,6.6,tầng 1 tttm aeon mall long biên 27 cổ linh p long biên quận long biên hà nội,08:00,22:00,9.000đ - 65.000đ,60,2,35,22,1,highlands-coffee-aeon-mall-long-bien
